osebuildingid,datayear,buildingname,buildingtype,taxparcelidentificationnumber,address,city,state,zipcode,latitude,longitude,neighborhood,councildistrictcode,yearbuilt,numberoffloors,numberofbuildings,propertygfatotal,propertygfabuildings,propertygfaparking,selfreportgfatotal,selfreportgfabuildings,selfreportparking,energystarscore,siteeuiwn_kbtu_sf,siteeui_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,sourceeuiwn_kbtu_sf,sourceeui_kbtu_sf,epapropertytype,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyusetype,thirdlargestpropertyusetype,electricity_kwh,steamuse_kbtu,naturalgas_therms,compliancestatus,complianceissue,electricity_kbtu,naturalgas_kbtu,totalghgemissions,ghgemissionsintensity,demolished,secondlargestpropertyuse,thirdlargestpropertyusetypegfa
107,2023,CITY PLACE IV (Ruby/Dawson),NonResidential,1986200410,301 BOREN AVE N,SEATTLE,WA,98109,47.62112,-122.33629,LAKE UNION,7,2010,12,1,571329,571329,0,761329,571329,190000,92,54.09999847,54,30877666,30880604,141.1999969,141.1999969,Office,Office,544487,Parking,College/University,8081758,,33027,Compliant,No Issue,27574958,3302710,335,0.59,False,190000,21819
110,2023,EXHIBITION HALL - SEATTLE CENTER,Nonresidential COS,1988200440,301 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,MAGNOLIA / QUEEN ANNE,7,1962,2,1,52000,52000,0,54981,54981,0,,58.5,58.5,3215391,3215391,114,114,Social/Meeting Hall,Social/Meeting Hall,54981,NA,NA,440812,1711080,,Compliant,No Issue,1504051,,147.3,2.83,False,,
112,2023,MCCAW HALL - SEATTLE CENTER,Nonresidential COS,1988200700,225 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,MAGNOLIA / QUEEN ANNE,7,1928,2,1,262048,262048,0,296000,296000,0,,42.70000076,42.70000076,12628887,12636474,114.0999985,114,Performing Arts,Performing Arts,296000,NA,NA,3416126,618300,3466,Compliant,No Issue,11655822,346600,136.1,0.52,False,,
113,2023,KCTS 9,NonResidential,1988200705,401 MERCER ST,SEATTLE,WA,98109,47.62391,-122.34837,MAGNOLIA / QUEEN ANNE,7,1986,2,1,66240,63888,2352,60396,55632,4764,,54.5,54.5,3032326,3032326,152.6000061,152.6000061,Other,Other,55632,Parking,NA,888724,,,Compliant,No Issue,3032326,,17.6,0.28,False,0,
114,2023,BILL & MELINDA GATES FOUNDATION,NonResidential,1988201155,500 5TH AVE N,SEATTLE,WA,98109,47.62419,-122.34443,MAGNOLIA / QUEEN ANNE,7,2010,6,1,920598,616891,303707,920598,735584,185014,71,60.59999847,61,44854380,44610704,127.0999985,127.5,Office,Office,735584,Parking,NA,7819346,,181748,Compliant,No Issue,26679609,18174770,1118,1.81,False,185014,
115,2023,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,NonResidential,1989200850,221 1ST AVE W,SEATTLE,WA,98119,47.62053,-122.35842,MAGNOLIA / QUEEN ANNE,7,1970,4,1,76213,50283,25930,72406,50952,21454,62,60.29999924,60.5,3082362,3074335,155.1999969,155.3999939,Office,Office,48546,Parking,Other,783748,,4082,Compliant,No Issue,2674148,408210,37.1,0.74,False,21454,2406
116,2023,THE MEDITERRANEAN INN,NonResidential,1989201125,425 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62291,-122.35708,MAGNOLIA / QUEEN ANNE,7,2002,6,1,127200,81560,45640,125471,79831,45640,78,60.40000153,60.90000153,4964838,4925821,112.6999969,114,Hotel,Hotel,79696,Parking,Other - Restaurant/Bar,683581,,26325,Compliant,No Issue,2332380,2632460,153.1,1.88,False,45640,1864
117,2023,UNIVERSITY INN,NonResidential,1142001871,4140 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65772,-122.31756,NORTHEAST,4,1962,4,2,71403,60953,10450,71403,60953,10450,71,56.59999847,56.90000153,3465361,3448938,111.1999969,112,Hotel,Hotel,52953,Restaurant,Parking,533659,,16445,Compliant,No Issue,1820843,1644520,97.7,1.6,False,8000,0
118,2023,PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),SPS-District K-12,1324039116,1901 SW GENESEE ST,SEATTLE,WA,98106,47.56274,-122.35788,DELRIDGE NEIGHBORHOODS,1,1999,3,1,75364,75364,0,72120,72120,0,78,31.70000076,31.79999924,2294766,2286164,72.5,72.59999847,K-12 School,K-12 School,72120,NA,NA,473570,,6790,Compliant,No Issue,1615821,678950,45.4,0.6,False,,
119,2023,ST JOSEPH K-8 SCHOOL,NonResidential,1336800825,700 18TH AVE E,SEATTLE,WA,98112,47.62548,-122.30828,EAST,3,1923,3,1,67743,67743,0,67743,67743,0,33,43.29999924,43.59999847,2956148,2931744,84.69999695,85,K-12 School,K-12 School,67743,NA,NA,444646,,14390,Compliant,No Issue,1517131,1439020,85.1,1.26,False,,
120,2023,HOLY NAMES ACADEMY,NonResidential,1338800660,728 21ST AVE E,SEATTLE,WA,98112,47.62644,-122.30429,EAST,3,1908,6,1,168239,161514,6725,255925,161514,94411,94,41.40000153,41.90000153,6762896,6692698,71,71.5,K-12 School,K-12 School,161514,Parking,NA,755914,,41837,Compliant,No Issue,2579180,4183720,236.7,1.47,False,94411,
121,2023,THE 2100 BUILDING,NonResidential,1498303116,2100 24TH AVE S,SEATTLE,WA,98144,47.58408,-122.30125,SOUTHEAST,2,2003,3,1,99433,63681,35752,99433,63681,35752,31,68.19999695,68.19999695,4341031,4344134,191,190.8999939,Office,Office,63681,Parking,NA,1272283,,,Compliant,No Issue,4341030,,25.2,0.4,False,35752,
122,2023,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,1524049002,3301 S HORTON ST,SEATTLE,WA,98144,47.57324,-122.29058,SOUTHEAST,2,1991,2,1,60725,60725,0,58602,58602,0,52,33.59999847,33.5,1964254,1967347,94,93.90000153,K-12 School,K-12 School,58602,NA,NA,575690,,,Compliant,No Issue,1964254,,11.4,0.19,False,,
127,2023,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,1704900242,5215 46TH AVE S,SEATTLE,WA,98118,47.55478,-122.27596,SOUTHEAST,2,1989,3,1,59955,59955,0,61327,61327,0,62,29.29999924,30,1840326,1794060,77.40000153,79.19999695,K-12 School,K-12 School,61327,NA,NA,489455,,1703,Compliant,No Issue,1670019,170310,18.7,0.31,False,,
130,2023,MCCLURE MIDDLE (SPS-DISTRICT),SPS-District K-12,1794501220,1915 1ST AVE W,SEATTLE,WA,98119,47.63683,-122.35896,MAGNOLIA / QUEEN ANNE,7,1964,2,1,93218,93218,0,94263,94263,0,64,41.09999847,41.5,3914568,3873748,68.59999847,69.09999847,K-12 School,K-12 School,94263,NA,NA,402078,,25427,Compliant,No Issue,1371892,2542680,142.7,1.53,False,,
131,2023,CENTURYLINK: LAKEVIEW MAIN,NonResidential,1797500625,1208 NE 64TH ST,SEATTLE,WA,98115,47.67524,-122.31534,NORTHEAST,4,1941,4,1,56521,56521,0,44095,44095,0,,121.5,121.5,5355876,5355876,340.1000061,340.1000061,Other,Other,31184,Office,NA,1569717,,,Compliant,No Issue,5355874,,31.1,0.55,False,12911,
132,2023,ROOSEVELT SQUARE,NonResidential,1797500715,6417 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.67559,-122.31769,NORTHEAST,4,1929,2,1,228385,128315,100070,149845,149845,0,,109.8000031,110.6999969,16586011,16455378,279,280.6000061,Strip Mall,Strip Mall,99990,Supermarket/Grocery Store,NA,4124780,,25123,Compliant,No Issue,14073749,2512260,214.8,1.67,False,49855,
136,2023,KING COUNTY- MARY PILGRIM HOUSING,Multifamily LR (1-4),1926049012,14115 AURORA AVE N,SEATTLE,WA,98133,47.73141,-122.3458,NORTHWEST,5,2001,4,1,51390,51390,0,53557,53557,0,86,42.40000153,42,2247772,2272607,91.90000153,91.09999847,Multifamily LR (1-4),Multifamily Housing,53557,NA,NA,421418,,8099,Compliant,No Issue,1437879,809890,51.3,1,False,,
137,2023,BROADVIEW THOMSON K-8 (SPS-DISTRICT),SPS-District K-12,1926049025,13052 GREENWOOD AVE N,SEATTLE,WA,98133,47.72463,-122.35315,NORTHWEST,5,1963,2,1,131013,131013,0,132672,132672,0,85,38.90000153,37.20000076,4930904,5159496,66.09999847,63.90000153,K-12 School,K-12 School,132672,NA,NA,553358,,30428,Compliant,No Issue,1888057,3042850,172.2,1.31,False,,
138,2023,INGRAHAM HIGH (SPS-DISTRICT),SPS-District K-12,1926049321,1819 N 135TH ST,SEATTLE,WA,98133,47.7257,-122.33684,NORTHWEST,5,1959,1,1,245587,245587,0,269361,269361,0,82,49.40000153,47.40000153,12775609,13295460,76.5,74.5,K-12 School,K-12 School,269361,NA,NA,1114071,,89744,Compliant,No Issue,3801210,8974400,497.7,2.03,False,,
139,2023,KING COUNTY- NORTHGATE HOUSING,Multifamily LR (1-4),1926049434,13300 STONE AVE N,SEATTLE,WA,98133,47.72529,-122.34115,NORTHWEST,5,2002,3,1,69138,69138,0,69138,69138,0,74,45.90000153,45.90000153,3174162,3174162,104.0999985,104.0999985,Multifamily LR (1-4),Multifamily Housing,69138,NA,NA,647231,,9658,Compliant,No Issue,2208351,965810,64,0.93,False,,
140,2023,B F DAY ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1931301145,3921 LINDEN AVE N,SEATTLE,WA,98103,47.65464,-122.34912,LAKE UNION,6,1991,3,1,66588,66588,0,65188,65188,0,51,35.09999847,35.59999847,2318006,2285946,98.19999695,99.59999847,K-12 School,K-12 School,65188,NA,NA,679368,,,Compliant,No Issue,2318005,,13.4,0.2,False,,
141,2023,HUGHES ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,1932300245,7740 34TH AVE SW,SEATTLE,WA,98126,47.53284,-122.37493,DELRIDGE NEIGHBORHOODS,1,1926,3,,44324,44324,0,50742,50742,0,,37.09999847,37.40000153,1896413,1884186,73.90000153,74.09999847,K-12 School,K-12 School,50742,NA,NA,296171,,8859,Compliant,No Issue,1010537,885880,52.8,1.19,False,,
142,2023,SEATTLE PACIFIC UNIVERSITY - Royal Brougham Pavilion,NonResidential,1972204390,3414 3RD AVE W,SEATTLE,WA,98119,47.65115,-122.36037,MAGNOLIA / QUEEN ANNE,7,1927,2,,82746,82746,0,82746,82746,0,,76.59999847,76.69999695,6344465,6339972,152.6999969,152.8000031,College/University,College/University,82746,NA,NA,1001718,,29266,Compliant,No Issue,3417862,2926600,174.9,2.11,False,,
144,2023,ALEXIS HOTEL,NonResidential,1974600035,1007 1ST AVE,SEATTLE,WA,98104,47.6048,-122.3368,DOWNTOWN,7,1904,5,2,182237,169037,13200,179820,179820,0,100,27.29999924,27.79999924,4995895,4917160,67.5,68.69999695,Hotel,Hotel,160264,Enclosed Mall,NA,1191112,,9318,Compliant,No Issue,4064074,931820,73,0.43,False,19556,
145,2023,BENAROYA HALL,Nonresidential COS,1974700025,1301 3RD AVE,SEATTLE,WA,98101,47.60804,-122.3367,DOWNTOWN,7,1998,6,1,174000,174000,0,336729,183010,153719,,74.90000153,75.5,13809039,13715326,164.1000061,164.8000031,Performing Arts,Performing Arts,183010,Parking,NA,2494955,4957909,3384,Compliant,No Issue,8512786,338350,468.9,2.69,False,153719,
147,2023,SWEDISH MEDICAL CENTER BALLARD - CAMPUS,Campus,2767703875,5300 TALLMAN AVE NW,SEATTLE,WA,98107,47.66737,-122.37956,BALLARD,6,1954,5,2,451526,302661,148865,451526,302661,148865,42,206.3999939,206.3000031,62447696,62479332,390.6000061,390.6000061,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),302661,Parking,NA,8816550,,323656,Compliant,No Issue,30082069,32365619,1889.9,6.24,False,148865,
148,2023,WEST WOODLAND PARK ELEMENTARY (SPS-DISTRICT),SPS-District K-12,2768000375,5601 5TH AVE NW,SEATTLE,WA,98107,47.6706,-122.36225,BALLARD,6,1991,2,1,55513,55513,0,79292,79292,0,70,23.89999962,24.60000038,1951379,1894112,66.90000153,68.90000153,K-12 School,K-12 School,79292,NA,NA,571916,,,Compliant,No Issue,1951379,,11.3,0.2,False,,
163,2023,FIRE STATION 10/FAC/EOC,Nonresidential COS,5247801465,400 S WASHINGTON ST,SEATTLE,WA,98104,47.60102,-122.32873,DOWNTOWN,2,2006,4,1,61156,61156,0,57960,57960,0,,148.3999939,149.6000061,8668556,8600630,346.3999939,348.8999939,Fire Station,Fire Station,30301,Office,NA,1862224,,23146,Compliant,No Issue,6353908,2314650,159.5,2.61,False,27659,
167,2023,WING LUKE MUSEUM/KONG YICK BLDG.,NonResidential,5247802715,719 S KING ST,SEATTLE,WA,98104,47.59809,-122.32283,DOWNTOWN,2,1910,4,1,72820,59000,13820,56200,56200,0,,27.89999962,28.60000038,1607379,1570612,61.59999847,62.29999924,Museum,Museum,56200,NA,NA,303669,,5713,Compliant,No Issue,1036118,571260,36.3,0.62,False,,
168,2023,HAMPTON INN & SUITES,NonResidential,5458300285,700 5TH AVE N,SEATTLE,WA,98109,47.62614,-122.3467,MAGNOLIA / QUEEN ANNE,7,1996,4,1,162222,148022,14200,159533,113702,45831,92,59.79999924,59.79999924,6802728,6802728,118.1999969,118.1999969,Hotel,Hotel,113702,Parking,NA,1053804,,32072,Compliant,No Issue,3595579,3207150,190.8,1.29,False,40911,
169,2023,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,5700000455,3013 S MOUNT BAKER BLVD,SEATTLE,WA,98144,47.57589,-122.29365,SOUTHEAST,2,1990,4,1,289588,289588,0,265346,265346,0,89,28,28.39999962,7524950,7420314,66.80000305,67.19999695,K-12 School,K-12 School,265346,NA,NA,1663370,,18495,Compliant,No Issue,5675418,1849530,130.9,0.45,False,,
171,2023,SEATTLE CENTRAL COMMUNITY COLLEGE MASTER CAMPUS ID (Benchmarking),Campus,6003001130,1500 HARVARD AVE,SEATTLE,WA,98122,47.61438,-122.32174,EAST,3,1925,3,5,122976,122976,0,789139,789139,0,,65.30000305,65.19999695,51528224,51613144,129.6000061,129.5,College/University,College/University,789897,NA,NA,7647742,16424297,90098,Compliant,No Issue,26094096,9009830,1959.2,15.93,False,,
172,2023,SOUTH SEATTLE COLLEGE - CAMPUS MASTER ID,Campus,6171900005,6000 16TH AVE SW,SEATTLE,WA,98106,47.547,-122.35307,DELRIDGE NEIGHBORHOODS,1,1970,2,27,529343,529343,0,530245,530245,0,,49.90000153,50.5,26752446,26426134,103.1999969,104,College/University,College/University,529343,NA,NA,4518527,,113352,Compliant,No Issue,15417214,11335230,690.2,1.3,False,,
173,2023,SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),NonResidential,6418100005,6901 SAND POINT WAY NE,SEATTLE,WA,98115,47.67836,-122.26442,NORTHEAST,4,2002,2,1,96300,96300,0,96300,96300,0,,80.69999695,80.59999847,7763944,7769836,192.6000061,192.6000061,Office,Office,96300,Data Center,NA,1740200,,18264,Compliant,No Issue,5937562,1826380,131.2,1.36,False,0,
174,2023,CSC Vehicle Maintenance (E),Nonresidential COS,6834700175,805 S DEARBORN ST,SEATTLE,WA,98134,47.59545,-122.32146,GREATER DUWAMISH,1,1950,1,1,67356,67356,0,67772,67772,0,,79.69999695,80.69999695,5469308,5400069,131.3000031,132.6000061,Vehicle Repair Services,Vehicle Repair Services,67772,NA,NA,542722,,36175,Compliant,No Issue,1851767,3617540,202.5,3.01,False,,
175,2023,GARFIELD HIGH (SPS-DISTRICT),SPS-District K-12,6840701230,400 23RD AVE,SEATTLE,WA,98122,47.60598,-122.30156,CENTRAL,3,2008,3,1,254523,254523,0,255419,255419,0,71,45,45.29999924,11577083,11483094,87.40000153,87.69999695,K-12 School,K-12 School,255419,NA,NA,1716999,,57187,Compliant,No Issue,5858401,5718680,337.1,1.32,False,,
176,2023,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,7129302300,9709 60TH AVE S,SEATTLE,WA,98118,47.51482,-122.25864,SOUTHEAST,2,2001,3,1,78804,78804,0,78804,78804,0,51,43,43.29999924,3413180,3388099,85.80000305,86.09999847,K-12 School,K-12 School,78804,NA,NA,536012,,15843,Compliant,No Issue,1828871,1584310,94.6,1.2,False,,
177,2023,MADRONA SCHOOL (SPS-DISTRICT),SPS-District K-12,7152200350,1121 33RD AVE,SEATTLE,WA,98122,47.61224,-122.29087,CENTRAL,3,2002,3,1,66994,66994,0,68127,68127,0,60,38.59999847,39.09999847,2663318,2632945,89.09999847,89.5,K-12 School,K-12 School,68127,NA,NA,552722,,7774,Compliant,No Issue,1885889,777430,52.1,0.78,False,,
178,2023,VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),SPS-District K-12,7243500230,8311 BEACON AVE S,SEATTLE,WA,98118,47.52915,-122.28904,GREATER DUWAMISH,2,2000,3,1,103166,103166,0,103166,103166,0,69,39.79999924,40.59999847,4185661,4106480,74.59999847,75.40000153,K-12 School,K-12 School,103166,NA,NA,567298,,22500,Compliant,No Issue,1935619,2250040,130.5,1.26,False,,
179,2023,UNION GOSPEL MISSION ASSN - ADMIN BUILDING,NonResidential,7378600265,3800 S OTHELLO ST,SEATTLE,WA,98118,47.53827,-122.28406,GREATER DUWAMISH,2,1958,1,1,54765,54765,0,54765,54765,0,11,73,73,3995808,3995808,174,174,Worship Facility,Worship Facility,29000,Office,NA,893302,,9479,Compliant,No Issue,3047947,947860,67.9,1.24,False,25765,
180,2023,UNION GOSPEL MISSION ASSN / HOPE PLACE,NonResidential,7378600265,3802 S OTHELLO ST,SEATTLE,WA,98118,47.53722,-122.284,GREATER DUWAMISH,2,2009,5,1,89821,89821,0,89000,89000,0,,7.599999905,7.599999905,673813,673964,9.100000381,9.100000381,Other - Lodging/Residential,Other - Lodging/Residential,46483,Office,Food Service,17802,,6131,Compliant,No Issue,60739,613070,32.8,0.37,False,37938,4579
182,2023,SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,NonResidential,7443000070,3469 3RD AVE W,SEATTLE,WA,98119,47.65147,-122.36122,MAGNOLIA / QUEEN ANNE,7,1980,2,1,52611,52611,0,52611,52611,0,,89.09999847,89.69999695,4719066,4688668,173.3999939,174,College/University,College/University,52611,NA,NA,703084,,23202,Compliant,No Issue,2398921,2320150,136.9,2.6,False,,
183,2023,"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",Multifamily LR (1-4),7443000375,362 W EMERSON ST,SEATTLE,WA,98119,47.65068,-122.36331,MAGNOLIA / QUEEN ANNE,7,2001,4,1,135520,92287,43233,135520,92287,43233,87,43.5,43.5,4011128,4015754,91.69999695,91.69999695,Multifamily LR (1-4),Residence Hall/Dormitory,92287,Parking,NA,711945,,15820,Compliant,No Issue,2429158,1581970,97.9,1.06,False,43233,
185,2023,NATHAN HALE HIGH (SPS-DISTRICT),SPS-District K-12,2826049152,10750 30TH AVE NE,SEATTLE,WA,98125,47.70763,-122.29453,NORTH,5,2011,2,1,236758,236758,0,279739,244739,35000,79,35.29999924,35.40000153,8672434,8640920,67.69999695,67.80000305,K-12 School,K-12 School,244739,Parking,NA,1255656,,43881,Compliant,No Issue,4284298,4388140,257.4,1.09,False,0,
189,2023,GREENWOOD ELEMENTARY (SPS-DISTRICT),SPS-District K-12,2919200635,144 NW 80TH ST,SEATTLE,WA,98117,47.68725,-122.35996,NORTHWEST,6,2002,3,1,62526,62526,0,60834,60834,0,68,39.5,39.79999924,2419376,2400768,74.69999695,75,K-12 School,K-12 School,60834,NA,NA,338453,,12646,Compliant,No Issue,1154803,1264570,73.7,1.18,False,,
190,2023,WEBSTER ST BUILDING (CEDAR GROVE),NonResidential,2924049043,7343 E MARGINAL WAY S,SEATTLE,WA,98108,47.536,-122.31768,GREATER DUWAMISH,1,2007,3,1,64015,64015,0,60619,60619,0,52,45.59999847,45.79999924,2774039,2765898,105.9000015,106,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36200,Office,NA,588352,,7666,Compliant,No Issue,2007456,766580,52.3,0.82,False,24419,
194,2023,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,Campus,2926049025,401 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70759,-122.3255,NORTH,5,1951,1,1,530039,530039,0,530039,530039,0,100,8.800000191,8.800000191,4655608,4656494,21.70000076,21.70000076,Retail Store,Retail Store,505103,Restaurant,NA,1107360,,8773,Compliant,No Issue,3778312,877300,68.4,0.13,False,24936,
198,2023,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),Campus,2982800005,4800 SAND POINT WAY NE,SEATTLE,WA,98105,47.66231,-122.28146,NORTHEAST,4,1953,10,10,879000,879000,0,1199173,897371,301802,25,261,262.5,235574528,234232528,484.2000122,487.5,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),897371,Parking,NA,31833010,,1269603,Compliant,No Issue,108614230,126960300,7358.9,8.37,False,226563,
200,2023,Verity Credit Union,NonResidential,3026049024,11027 MERIDIAN AVE N,SEATTLE,WA,98133,47.70956,-122.3345,NORTHWEST,5,1996,3,1,55442,39017,16425,37280,37280,0,83,77,75.5,2815120,2870230,151.5,149.8999939,Financial Office,Financial Office,28636,Medical Office,NA,441126,,13100,Compliant,No Issue,1505123,1310000,78.2,2,False,8644,
205,2023,BALLARD HIGH (SPS-DISTRICT),SPS-District K-12,3050700050,1418 NW 65TH ST,SEATTLE,WA,98117,47.67661,-122.37489,BALLARD,6,1999,2,1,242795,242795,0,249963,249963,0,78,33.29999924,33.59999847,8399618,8332845,79.80000305,80.09999847,K-12 School,K-12 School,249963,NA,NA,1882230,,19774,Compliant,No Issue,6422169,1977450,142.1,0.59,False,,
211,2023,NORTH SEATTLE COLLEGE - CAMPUS,Campus,3226049021,9600 COLLEGE WAY N,SEATTLE,WA,98103,47.69936,-122.33401,NORTHWEST,5,1970,2,11,694072,582447,111625,653167,653167,0,,38.90000153,57.09999847,37285836,25432596,97.30000305,122.3000031,College/University,College/University,653167,NA,NA,6885252,,43748,Compliant,No Issue,23492480,4374850,368.1,0.63,False,,
212,2023,AKI KUROSE MIDDLE (SPS-DISTRICT),SPS-District K-12,3332501090,3928 S GRAHAM ST,SEATTLE,WA,98118,47.54632,-122.28198,SOUTHEAST,2,1952,2,1,173185,173185,0,171523,171523,0,52,58.40000153,59.20000076,10155284,10012229,79.09999847,80,K-12 School,K-12 School,171523,NA,NA,512092,,84080,Compliant,No Issue,1747258,8408030,455.8,2.63,False,,
214,2023,BOREN STEM K-8 (SPS-DISTRICT),SPS-District K-12,3438501230,5950 DELRIDGE WAY SW,SEATTLE,WA,98106,47.54862,-122.36214,DELRIDGE NEIGHBORHOODS,1,1963,1,1,145341,145341,0,119514,119514,0,61,53.09999847,53.79999924,6428764,6349832,82.40000153,83.09999847,K-12 School,K-12 School,119514,NA,NA,532504,,46119,Compliant,No Issue,1816902,4611860,255,1.75,False,,
215,2023,RAINIER BOTTLING PLANT,NonResidential,3466800065,5628 AIRPORT WAY S,SEATTLE,WA,98108,47.55152,-122.31869,GREATER DUWAMISH,1,1904,4,1,92051,92051,0,114297,114297,0,,9.199999809,9.199999809,1047605,1047605,24.60000038,24.60000038,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,114297,NA,NA,287106,,680,Compliant,No Issue,979606,68000,9.3,0.1,False,,
216,2023,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,3524049149,8815 SEWARD PARK AVE S,SEATTLE,WA,98118,47.52407,-122.26586,SOUTHEAST,2,1960,2,1,184125,184125,0,189592,189592,0,77,41.70000076,42.20000076,7992422,7899234,69.69999695,70.09999847,K-12 School,K-12 School,189592,NA,NA,821644,,51890,Compliant,No Issue,2803449,5188970,291.3,1.58,False,,
217,2023,WHITMAN MIDDLE (SPS-DISTRICT),SPS-District K-12,3526039131,9201 15TH AVE NW,SEATTLE,WA,98117,47.69675,-122.3776,BALLARD,5,1959,1,1,160270,160270,0,144936,144936,0,68,49,48.90000153,7082508,7108050,75,74.80000305,K-12 School,K-12 School,144936,NA,NA,569122,,51407,Compliant,No Issue,1941845,5140660,283.7,1.77,False,,
220,2023,Terreno 1st Ave South,NonResidential,3573700006,4786 1ST AVE S,SEATTLE,WA,98134,47.55901,-122.33328,GREATER DUWAMISH,1,1937,1,1,234144,234144,0,328144,234144,94000,85,21.89999962,22.10000038,5181996,5131569,37,37.29999924,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,222484,Office,Parking,549724,,33063,Compliant,No Issue,1875658,3306340,186.1,0.79,False,11660,0
223,2023,WESTWOOD VILLAGE - BLDG A,NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1966,1,1,64984,64984,0,64984,64984,0,100,10,10,647836,647836,27.89999962,27.89999962,Retail Store,Retail Store,64984,NA,NA,189870,,,Compliant,No Issue,647836,,3.8,0.06,False,,
224,2023,WESTWOOD VILLAGE - BLDG B,NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1965,1,1,67745,67745,0,67745,67745,0,100,16.10000038,16.10000038,1093649,1093649,45.20000076,45.20000076,Retail Store,Retail Store,67745,NA,NA,320530,,,Compliant,No Issue,1093649,,6.3,0.09,False,,
225,2023,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),SPS-District K-12,3624039032,2500 SW THISTLE ST,SEATTLE,WA,98106,47.52915,-122.36511,DELRIDGE NEIGHBORHOODS,1,2010,2,1,367884,367884,0,372897,372897,0,75,38.09999847,38.40000153,14307659,14201352,76.59999847,76.90000153,K-12 School,K-12 School,372897,NA,NA,2286064,,65076,Compliant,No Issue,7800050,6507610,390.1,1.06,False,,
226,2023,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,3624039057,9450 30TH AVE SW,SEATTLE,WA,98126,47.51778,-122.37074,DELRIDGE NEIGHBORHOODS,1,1958,1,1,46797,46797,0,43744,43744,0,85,49.40000153,50.09999847,2190090,2162698,68.30000305,68.90000153,K-12 School,K-12 School,43744,NA,NA,119652,,17818,Compliant,No Issue,408251,1781840,96.8,2.07,False,,
